Day,Ad name,Campaign name,Campaign ID,Platform,Age,Gender,Impression device,Amount Spent,Clicks,CPC-cost per link click,"CPM-cost per 1,000 impressions",Video average play time,Impressions,Reach,Frequency
2/26/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,female,ipod,0.01,0,0,10,7,1,1,1
2/26/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,female,other,1.83,2,0,45.75,3,40,36,1.11
2/26/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,45-54,female,other,0.01,0,0,10,0,1,1,1
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,55-64,female,android_smartphone,26.58,16,1.77,16.02,12,1659,1656,1
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,45-54,unknown,android_smartphone,0.23,0,0,19.17,12,12,11,1.09
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,45-54,female,android_tablet,0.09,0,0,22.5,16,4,3,1.33
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,female,ipad,0.00,0,,0,6,1,1,1
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,45-54,male,ipad,0.11,0,0,22,14,5,5,1
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,18-24,female,iphone,23.51,4,5.88,19.97,16,1177,1172,1
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,unknown,iphone,0.25,0,0,17.86,7,14,14,1
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,35-44,unknown,ipod,0.03,0,0,30,14,1,1,1
2/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,25-34,male,other,0.02,0,0,20,6,1,1,1
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,25-34,male,android_smartphone,9.42,30,0.94,21.36,8,441,418,1.06
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,female,android_smartphone,1.40,1,1.4,28.57,6,49,49,1
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,55-64,female,android_tablet,0.22,0,0,20,6,11,11,1
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,45-54,female,android_tablet,0.33,1,0.33,110.01,5,3,3,1
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,female,desktop,0.90,1,0,12.86,11,70,65,1.08
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,unknown,ipad,6.20,12,1.24,18.35,15,338,310,1.09
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,25-34,female,ipad,0.64,0,0,32,0,20,20,1
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,iphone,48.84,94,1.68,15.35,2,3182,2959,1.08
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,unknown,iphone,14.28,17,1.02,30.13,5,474,458,1.03
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,male,ipod,0.01,0,0,10,0,1,1,1
2/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,55-64,male,other,0.02,0,0,20,4,1,1,1
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,unknown,android_smartphone,344.15,564,1.48,41.72,10,8250,7796,1.06
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,male,android_smartphone,60.04,38,1.77,54.24,8,1107,984,1.13
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,female,android_tablet,13.14,28,1.1,37.54,5,350,332,1.05
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,female,android_tablet,2.09,1,2.09,83.6,7,25,16,1.56
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,female,desktop,43.19,26,2.88,29.24,3,1477,1344,1.1
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,male,ipad,15.19,35,1.38,28.34,5,536,488,1.1
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,female,ipad,1.06,1,1.06,55.79,3,19,12,1.58
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,35-44,female,iphone,33.13,83,1.1,23.94,5,1384,1336,1.04
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,unknown,iphone,1.56,0,0,28.89,0,54,32,1.69
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,35-44,male,ipod,0.00,0,,0,7,1,1,1
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,18-24,female,other,1.09,0,0,22.71,1,48,48,1
2/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,female,other,0.06,0,0,30,3,2,2,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,unknown,android_smartphone,28.29,20,1.41,13.01,7,2175,2171,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,18-24,male,android_smartphone,0.25,0,0,15.63,7,16,15,1.07
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,male,android_tablet,0.01,0,0,10,13,1,1,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,18-24,unknown,android_tablet,0.06,0,0,20,5,3,3,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,45-54,male,desktop,0.01,0,0,5,6,2,2,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,male,ipad,0.01,0,0,3.33,4,3,3,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,male,ipad,0.01,0,0,10,4,1,1,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,18-24,male,iphone,20.71,10,2.07,18.41,5,1125,1123,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,unknown,iphone,0.17,0,0,15.45,4,11,11,1
2/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,35-44,male,other,0.02,0,0,20,10,1,1,1
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,25-34,female,android_smartphone,11.23,35,0.75,20.42,6,550,516,1.07
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,45-54,unknown,android_smartphone,3.53,9,0.39,44.13,7,80,78,1.03
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,35-44,female,android_tablet,0.46,2,0,14.84,7,31,30,1.03
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,unknown,desktop,0.68,2,0.34,13.6,3,50,50,1
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,18-24,female,ipad,5.75,21,0.72,15.8,7,364,339,1.07
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,18-24,male,ipad,0.73,,0,23.55,11,31,30,1.03
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,iphone,43.81,128,0.88,15.28,0,2868,2688,1.07
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,35-44,unknown,iphone,13.94,12,1.27,31.83,14,438,425,1.03
2/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,18-24,unknown,other,0.00,,0,,7,1,1,1
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,35-44,male,android_smartphone,333.59,519,1.35,37.91,10,8799,8108,1.09
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,unknown,android_smartphone,93.72,44,2.4,54.08,16,1733,1696,1.02
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,unknown,android_tablet,11.91,22,0.92,32.45,0,367,332,1.11
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,female,android_tablet,1.85,2,1.85,45.12,12,41,28,1.46
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,male,desktop,34.81,27,2.68,29.06,7,1198,1144,1.05
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,male,ipad,5.95,23,0.74,22.97,11,259,259,1
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,male,ipad,0.73,2,0.37,48.67,4,15,8,1.88
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,male,iphone,15.41,43,1.03,21.52,0,716,716,1
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,male,iphone,1.28,1,0,23.27,3,55,48,1.15
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,female,other,0.76,2,0.38,18.1,10,42,42,1
2/28/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,female,other,0.01,0,0,10,2,1,0,
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,45-54,female,android_smartphone,26.40,24,1.15,11.63,6,2270,2263,1
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,65+,male,android_smartphone,0.15,0,0,13.64,6,11,9,1.22
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,18-24,female,android_tablet,0.05,0,0,16.67,2,3,3,1
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,18-24,female,desktop,0.01,0,0,5,16,2,2,1
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,25-34,male,ipad,0.01,0,0,2.5,6,4,4,1
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,25-34,female,iphone,24.19,6,6.05,14.12,10,1713,1708,1
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,65+,female,iphone,0.06,0,0,20,1,3,3,1
4/1/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,45-54,male,other,0.02,0,0,20,20,1,1,1
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,unknown,android_smartphone,20.03,54,1,24.37,4,822,793,1.04
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,male,android_smartphone,2.77,5,0.55,31.84,14,87,83,1.05
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,messenger,55-64,unknown,android_smartphone,0.27,1,0.27,270,12,1,1,1
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,android_tablet,0.71,1,0,20.88,14,34,33,1.03
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,45-54,unknown,android_tablet,0.15,0,0,75,16,2,2,1
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,male,desktop,4.41,5,1.47,21.3,6,207,201,1.03
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,35-44,unknown,ipad,5.41,11,0,28.62,7,189,172,1.1
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,male,ipad,0.38,0,0,54.29,7,7,7,1
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,35-44,male,iphone,36.02,85,1.06,24.08,4,1496,1395,1.07
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,unknown,iphone,7.61,6,1.9,38.63,4,197,191,1.03
4/1/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,35-44,female,other,0.04,0,0,40,2,1,1,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,female,android_smartphone,205.58,570,1.38,21.35,4,9631,9428,1.02
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,female,android_smartphone,81.55,57,1.74,17.86,5,4567,4476,1.02
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,female,android_tablet,6.53,15,1.09,32.98,2,198,176,1.13
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,female,android_tablet,0.66,0,0,21.29,2,31,31,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,male,desktop,39.09,31,2.44,23.76,1,1645,1645,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,female,ipad,2.22,13,0.74,17.08,3,130,130,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,female,ipad,0.25,2,0,15.63,0,16,16,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,female,iphone,14.34,83,0.96,13.35,3,1074,1074,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,25-34,female,iphone,2.92,6,0.97,11.92,6,245,192,1.28
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,male,ipod,0.02,0,0,20,7,1,1,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,male,ipod,0.02,1,0.02,20,5,1,0,
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,35-44,male,other,0.48,0,0,15.48,4,31,31,1
4/1/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,45-54,unknown,other,0.00,,0,,3,1,1,1
4/1/2023,Project In Person_Imaging_Leads_Lookalike_1%_DFW_Dual Under50_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,facebook,25-34,unknown,android_smartphone,24.79,25,2.07,22.95,5,1080,973,1.11
4/1/2023,Project In Person_Imaging_Leads_Retargeting_All_DFW_Dual 50+_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,instagram,55-64,unknown,android_smartphone,6.62,2,3.31,24.07,2,275,255,1.08
4/1/2023,Project In Person_Imaging_Leads_Broad_All_DFW_Dual 50+_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,facebook,65+,unknown,android_tablet,0.14,,0,15.56,4,9,9,1
4/1/2023,Project In Person_Imaging_Leads_Broad_All_DFW_Dual Under50_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,instagram,35-44,unknown,android_tablet,0.03,,0,30,26,1,1,1
4/1/2023,Project In Person_Imaging_Leads_Retargeting_All_DFW_Dual Under50_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,facebook,25-34,unknown,desktop,3.15,0,0,19.21,0,164,160,1.03
4/1/2023,Project In Person_Imaging_Leads_Lookalike_1%_DFW_Dual 50+_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,facebook,55-64,male,ipad,0.48,0,0,16.55,5,29,21,1.38
4/1/2023,Project In Person_Imaging_Leads_Lookalike_1%_DFW_Dual Under50_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,instagram,55-64,female,ipad,0.09,0,0,45,35,2,2,1
4/1/2023,Project In Person_Imaging_Leads_Retargeting_All_DFW_Dual 50+_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,facebook,25-34,female,iphone,4.67,4,0,10.64,,439,397,1.11
4/1/2023,Project In Person_Imaging_Leads_Broad_All_DFW_Dual 50+_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,instagram,25-34,male,iphone,0.56,0,0,11.91,8,47,40,1.18
4/1/2023,Project In Person_Imaging_Leads_Broad_All_DFW_Dual Under50_Video_WELLNESS_Webpage,Project In Person_Imaging_Leads,6288168583797,facebook,35-44,male,other,0.07,0,0,23.33,3,3,2,1.5
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,18-24,female,android_smartphone,21.78,22,1.28,11.73,7,1856,1852,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,45-54,unknown,android_smartphone,0.03,0,0,15,5,2,2,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,unknown,android_tablet,0.03,0,0,30,15,1,1,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,18-24,male,desktop,0.01,0,0,5,8,2,2,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,18-24,female,ipad,0.02,0,0,6.67,4,3,3,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,female,iphone,30.62,12,2.55,12.07,3,2536,2531,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,35-44,unknown,iphone,0.04,0,0,10,4,4,4,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,45-54,male,other,0.00,0,0,,4,1,1,1
4/2/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,25-34,male,other,0.03,0,0,30,10,1,1,1
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,18-24,female,android_smartphone,21.87,48,1.56,30.76,3,711,689,1.03
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,unknown,android_smartphone,3.20,2,1.6,30.48,4,105,102,1.03
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,messenger,65+,unknown,android_smartphone,0.00,0,0,,6,1,1,1
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,35-44,male,android_tablet,1.11,3,0.37,32.65,6,34,30,1.13
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,45-54,unknown,android_tablet,0.04,0,0,20,6,2,2,1
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,female,desktop,5.44,5,2.72,24.39,4,223,218,1.02
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,unknown,ipad,4.74,15,0.68,30,9,158,145,1.09
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,25-34,male,ipad,0.54,0,0,41.54,4,13,13,1
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,male,iphone,34.36,66,1.37,28.54,6,1204,1124,1.07
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,45-54,male,iphone,13.63,12,1.36,43.97,8,310,299,1.04
4/2/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,55-64,female,other,0.08,0,0,26.67,12,3,3,1
4/2/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,female,android_smartphone,149.91,400,1.35,22.28,4,6727,6268,1.07
4/2/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,female,android_smartphone,117.60,79,2.06,17.21,6,6834,6740,1.01
